Pos,ID,Name,BV,SV,Team,29_xMins,29_Pts,30_xMins,30_Pts,31_xMins,31_Pts,32_xMins,32_Pts,33_xMins,33_Pts
D,1,Cédric,4.2,4.2,Fulham,22,0.96,23,0.96,20,0.78,21,0.48,22,0.76
G,2,Leno,4.5,4.5,Fulham,84,3.94,86,3.63,84,3.46,83,2,85,3.28
M,3,Xhaka,4.9,4.9,Arsenal,69,2.69,67,2.09,65,2.19,64,1.65,64,1.82
M,4,Elneny,4.1,4.1,Arsenal,0,0,0,0,0,0,0,0,0,0
D,5,Holding,4.2,4.2,Arsenal,5,0.23,5,0.14,4,0.13,5,0.13,5,0.12
M,6,Partey,4.7,4.7,Arsenal,70,2.67,68,2.12,67,2.27,65,1.64,67,1.92
M,7,Ødegaard,7,7,Arsenal,77,4.68,77,3.48,77,3.79,73,2.84,74,2.88
D,8,Tierney,4.6,4.6,Arsenal,18,0.96,18,0.64,18,0.8,22,0.81,18,0.57
M,9,Pépé,5.3,5.3,Arsenal,0,0,0,0,0,0,0,0,0,0
D,10,White,4.7,4.7,Arsenal,68,3.54,68,2.2,67,3.06,65,2.35,67,1.74
F,11,Nketiah,6.8,6.8,Arsenal,31,2.05,28,1.46,29,1.64,32,1.39,29,1.36
M,12,Smith Rowe,5.6,5.6,Arsenal,15,0.96,18,0.94,22,1.26,23,0.94,25,1.2
M,13,Saka,8.4,8.2,Arsenal,75,5.42,74,3.92,76,4.46,70,3.33,71,3.18
D,14,Tomiyasu,4.2,4.2,Arsenal,36,1.84,37,1.21,37,1.63,40,1.38,41,1.08
G,15,Ramsdale,4.9,4.9,Arsenal,87,4,87,3.29,86,3.81,85,2.66,85,3.11
D,16,Gabriel,5.2,5.1,Arsenal,78,3.98,77,2.41,78,3.44,76,2.77,77,1.89
D,17,Tavares,4.5,4.5,Arsenal,0,0,0,0,0,0,0,0,0,0
M,18,Sambi,4.3,4.3,Crystal Palace,36,1.25,38,1.22,39,1.29,40,1.38,39,1.25
M,19,Martinelli,6.5,6.5,Arsenal,55,3.56,56,2.73,53,2.9,53,2.27,53,2.28
D,20,Pablo Marí,4.5,4.5,Arsenal,0,0,0,0,0,0,0,0,0,0
M,21,Maitland-Niles,4.8,4.8,Southampton,29,1.49,29,0.95,27,0.99,0,0,29,1.07
M,22,Torreira,4.5,4.5,Arsenal,0,0,0,0,0,0,0,0,0,0
M,23,Nelson,4.7,4.7,Arsenal,4,0.24,4,0.26,4,0.27,5,0.24,6,0.29
G,24,Turner,3.8,3.8,Arsenal,3,0.14,3,0.12,4,0.13,5,0.13,5,0.15
M,25,Fábio Vieira,5.6,5.6,Arsenal,11,0.69,11,0.52,10,0.49,13,0.48,12,0.51
D,26,Saliba,5.3,5.3,Arsenal,78,3.63,79,2.24,77,3.13,76,2.44,76,1.71
M,27,Marquinhos,4.6,4.6,Arsenal,0,0,0,0,0,0,0,0,0,0
F,28,Jesus,7.9,7.9,Arsenal,65,4.2,69,3.36,67,3.51,68,2.79,71,2.96
M,29,Coutinho,6.6,6.6,Aston Villa,44,3.19,46,2.8,47,2.44,48,2.42,46,2.71
F,30,Ings,6.4,6.4,West Ham,24,2.6,24,1.4,23,1.28,26,1.59,25,1.44
G,31,Martínez,4.9,4.9,Aston Villa,86,4.81,86,3.9,86,3.45,87,3.27,86,3.58
D,32,Chambers,4.2,4.2,Aston Villa,6,0.23,7,0.3,8,0.22,9,0.26,9,0.33
D,33,Digne,4.6,4.6,Aston Villa,40,2.13,38,2.06,38,1.55,37,1.43,39,1.85
M,34,Traoré,4.9,4.9,Aston Villa,0,0,0,0,0,0,0,0,0,0
G,35,Olsen,3.9,3.9,Aston Villa,3,0.17,4,0.14,4,0.12,3,0.12,3,0.13
M,36,Sanson,4.3,4.3,Aston Villa,0,0,0,0,0,0,0,0,0,0
M,37,McGinn,5.1,5.1,Aston Villa,63,3.16,62,2.58,64,2.26,62,2.14,62,2.48
D,38,Hause,4.4,4.4,Aston Villa,0,0,0,0,0,0,0,0,0,0
D,39,Mings,4.3,4.3,Aston Villa,75,2.63,71,3.01,70,2.13,70,1.88,72,2.45
F,40,Watkins,7.1,7.1,Aston Villa,80,5.27,81,4.64,80,3.83,77,3.55,77,4.37
M,41,Nakamba,4.3,4.3,Aston Villa,0,0,0,0,0,0,0,0,0,0
M,42,Buendía,5.7,5.7,Aston Villa,60,4,60,3.5,59,2.88,59,2.74,61,3.39
D,43,Cash,4.6,4.6,Aston Villa,28,1.25,30,1.41,32,1.17,32,1.03,32,1.29
D,44,Konsa,4.4,4.4,Aston Villa,47,1.8,50,2.14,50,1.57,47,1.33,48,1.75
M,45,Bailey,4.4,4.4,Aston Villa,59,4.18,57,3.6,56,2.89,57,2.85,56,3.38
M,46,Douglas Luiz,4.8,4.8,Aston Villa,69,3.25,67,2.65,66,2.21,66,2.16,65,2.4
M,47,Ramsey,5.2,5.2,Aston Villa,45,2.83,44,2.32,44,1.97,47,2.02,46,2.32
M,48,Chukwuemeka,4.3,4.3,Chelsea,3,0.3,2,0.08,3,0.16,4,0.09,2,0.16
M,49,Iroegbunam,4.5,4.5,Aston Villa,0,0,0,0,0,0,0,0,0,0
D,50,Diego Carlos,4.7,4.7,Aston Villa,58,2.22,58,2.55,57,1.81,60,1.73,58,2.11
M,51,El Ghazi,4.8,4.8,Aston Villa,0,0,0,0,0,0,0,0,0,0
F,52,Davis,5.4,5.4,Aston Villa,0,0,0,0,0,0,0,0,0,0
M,53,Kamara,4.8,4.8,Aston Villa,73,2.81,73,2.23,71,1.96,71,1.9,71,2.06
F,54,Archer,4.2,4.2,Aston Villa,0,0,0,0,0,0,0,0,0,0
M,55,Philogene-Bidace,4.5,4.5,Aston Villa,0,0,0,0,0,0,0,0,0,0
D,56,Guilbert,3.9,3.9,Aston Villa,0,0,0,0,0,0,0,0,0,0
D,57,Smith,4.3,4.3,Bournemouth,62,2.44,64,1.73,64,1.42,61,2.04,64,1.87
M,58,Stanislas,4.8,4.8,Bournemouth,6,0.53,6,0.48,7,0.45,8,0.56,9,0.52
D,59,Fredericks,4.4,4.4,Bournemouth,24,1.17,24,0.89,24,0.76,26,1.01,27,0.96
M,60,Brooks,5.3,5.3,Bournemouth,1,0.03,1,0.1,2,0.09,2,0.17,2,0.16
M,61,Lowe,5.2,5.2,Bournemouth,0,0,0,0,0,0,0,0,0,0
F,62,Moore,5.1,5.1,Bournemouth,5,0.38,7,0.36,8,0.43,7,0.41,9,0.48
M,63,Marcondes,4.7,4.7,Bournemouth,0,0,0,0,0,0,0,0,0,0
M,64,Lerma,4.8,4.8,Bournemouth,74,2.78,73,2.18,75,2.13,72,2.12,74,2.08
D,65,Stacey,4.3,4.3,Bournemouth,12,0.52,14,0.44,13,0.39,13,0.49,14,0.49
F,66,Solanke,5.5,5.5,Bournemouth,77,5.08,76,3.92,75,3.43,77,3.82,75,3.44
M,67,Cook,4.9,4.9,Bournemouth,63,2.53,62,2,60,1.84,59,1.86,62,1.85
M,68,Pearson,4.4,4.4,Bournemouth,0,0,0,0,0,0,0,0,0,0
M,69,Christie,5.3,5.3,Bournemouth,17,1.09,16,0.87,18,0.86,18,0.88,17,0.83
M,70,Billing,5.1,5.1,Bournemouth,64,3.5,63,2.72,61,2.44,62,2.62,65,2.53
D,71,Mepham,4.4,4.4,Bournemouth,14,0.52,13,0.37,14,0.32,17,0.52,30,0.87
G,72,Travers,4.2,4.2,Bournemouth,3,0.14,5,0.16,4,0.16,5,0.2,5,0.19
D,73,Kelly,4.3,4.3,Bournemouth,73,2.85,73,1.93,71,1.51,70,2.27,75,2.13
M,74,Dembélé,4.7,4.7,Bournemouth,0,0,0,0,0,0,0,0,0,0
M,75,Anthony,5.2,5.2,Bournemouth,31,2.14,34,1.79,34,1.63,32,1.68,34,1.59
D,76,Zemura,4.3,4.3,Bournemouth,43,1.82,42,1.25,42,1.04,42,1.48,47,1.46
G,77,Dennis,3.9,3.9,Bournemouth,0,0,0,0,0,0,0,0,0,0
D,78,Jansson,4.2,4.2,Brentford,44,1.98,43,1.5,45,1.5,49,1.92,46,1.19
M,79,Nørgaard,5.3,5.3,Brentford,75,3.9,75,2.44,74,2.37,72,2.59,74,2.17
F,80,Toney,7.7,7.7,Brentford,57,4.44,52,2.6,52,2.57,33,1.89,36,1.53
G,81,Raya,4.7,4.7,Brentford,85,5.46,85,3.52,85,3.46,84,3.62,84,3.15
D,82,Canós,5,5,Brentford,0,0,0,0,0,0,0,0,0,0
M,83,Dasilva,4.1,4.1,Brentford,41,3.05,42,1.94,41,1.91,43,2.19,44,1.85
D,84,Ajer,4.5,4.5,Brentford,48,2.3,48,1.77,48,1.67,49,2.02,48,1.34
D,85,Henry,4.5,4.5,Brentford,74,3.41,73,2.53,69,2.38,68,2.73,69,1.83
M,86,Janelt,5.5,5.5,Brentford,50,2.96,48,1.81,48,1.75,48,1.95,48,1.66
M,87,Ghoddos,4.8,4.8,Brentford,3,0.26,4,0.25,4,0.19,5,0.32,5,0.23
M,88,Jensen,4.8,4.8,Brentford,65,4.03,64,2.52,61,2.41,61,2.68,61,2.18
M,89,Wissa,5.3,5.3,Brentford,41,3.59,40,2.29,45,2.43,47,3.01,46,2.19
D,90,Roerslev,4.3,4.3,Brentford,15,0.72,17,0.63,17,0.61,20,0.8,19,0.57
D,91,Bech,4.5,4.5,Brentford,0,0,0,0,0,0,0,0,0,0
D,92,Pinnock,4.4,4.4,Brentford,75,3.56,73,2.65,74,2.59,71,2.96,73,1.96
M,93,Onyeka,4.8,4.8,Brentford,17,1.28,21,0.91,24,1.01,21,1,23,0.92
M,94,Baptiste,4.5,4.5,Brentford,15,1.15,15,0.72,17,0.75,20,0.95,17,0.72
F,95,Mbeumo,5.8,5.8,Brentford,59,4.48,60,2.98,57,2.8,60,3.38,57,2.5
D,96,Goode,3.9,3.9,Brentford,0,0,0,0,0,0,0,0,0,0
F,97,Forss,4.5,4.5,Brentford,0,0,0,0,0,0,0,0,0,0
D,98,Thompson,4,4,Brentford,0,0,0,0,0,0,0,0,0,0
M,99,Bidstrup,4.5,4.5,Brentford,0,0,0,0,0,0,0,0,0,0
G,100,Balcombe,4,4,Brentford,0,0,0,0,0,0,0,0,0,0
M,101,Lallana,4.9,4.9,Brighton,0,0,0,0,0,0,6,0.07,13,0.69
G,102,Steele,3.9,3.9,Brighton,4,0.25,4,0.15,5,0.18,3,0.03,4,0.18
F,103,Welbeck,6.5,6.5,Brighton,46,5.09,45,2.76,45,2.6,45,0.62,45,2.49
M,104,Groß,5.5,5.5,Brighton,74,6.78,74,3.65,74,3.52,74,0.82,72,3.43
D,105,Duffy,4.3,4.3,Fulham,5,0.22,4,0.13,5,0.2,5,0.1,5,0.14
D,106,Dunk,4.7,4.7,Brighton,82,6.58,81,3.13,81,3.06,80,0.68,80,3.57
M,107,March,5.1,5.1,Brighton,75,6.91,74,3.73,73,3.53,71,0.81,70,3.31
D,108,Webster,4.5,4.5,Brighton,48,3.85,48,1.87,68,2.63,50,0.43,47,2.1
D,109,Veltman,4.6,4.6,Brighton,50,4.17,50,2.02,53,2.12,50,0.45,49,2.28
F,110,Maupay,5.9,5.9,Everton,26,1.27,24,1.06,26,1.39,28,1.31,28,1.33
M,111,Trossard,6.6,6.6,Arsenal,37,2.54,33,1.81,34,2,35,1.56,33,1.53
D,112,Cucurella,5.1,5.1,Chelsea,23,1.7,22,0.99,22,0.98,24,0.38,24,1.2
G,113,Sánchez,4.6,4.6,Brighton,86,7.15,86,4,85,3.96,87,0.93,86,3.82
D,114,Lamptey,4.2,4.2,Brighton,27,2.52,30,1.36,30,1.34,29,0.29,27,1.36
M,115,Alzate,4.4,4.4,Brighton,0,0,0,0,0,0,0,0,0,0
M,116,Mac Allister,5.4,5.4,Brighton,76,7.69,75,4.08,74,3.78,73,0.89,74,3.78
M,117,Moder,4.4,4.4,Brighton,2,0.16,5,0.3,10,0.52,12,0.15,12,0.56
M,118,Mwepu,5.3,5.3,Brighton,0,0,0,0,0,0,0,0,0,0
M,119,Sarmiento,4.5,4.5,Brighton,21,2.39,20,1.29,22,1.28,21,0.3,20,1.17
M,120,Caicedo,5,5,Brighton,76,4.6,75,2.56,73,2.44,73,0.57,72,2.3
M,121,Richards,4.5,4.5,Brighton,0,0,0,0,0,0,0,0,0,0
D,122,Roberts,4,4,Brighton,0,0,0,0,0,0,0,0,0,0
F,123,Undav,5.1,5.1,Brighton,36,4.45,34,2.33,36,2.31,33,0.52,34,2.16
M,124,Mitoma,5.4,5.4,Brighton,73,8.17,74,4.39,74,4.16,72,0.96,71,4.12
F,125,Enciso,4.7,4.7,Brighton,19,1.84,19,1.07,20,1.12,20,0.26,17,0.85
M,126,Kozłowski,4.5,4.5,Brighton,0,0,0,0,0,0,0,0,0,0
D,127,Azpilicueta,4.8,4.8,Chelsea,16,1.05,18,0.77,19,0.76,19,0.29,17,0.8
D,128,Thiago Silva,5.5,5.5,Chelsea,63,4.05,64,2.47,59,2.2,60,0.77,62,2.74
D,129,Alonso,5.3,5.3,Chelsea,0,0,0,0,0,0,0,0,0,0
M,130,Jorginho,5.8,5.8,Arsenal,30,1.29,33,1.2,33,1.26,36,1,34,1.15
M,131,Barkley,4.9,4.9,Chelsea,0,0,0,0,0,0,0,0,0,0
M,132,Kovacic,4.9,4.9,Chelsea,48,2.8,48,1.66,46,1.6,44,0.64,46,1.7
G,133,Arrizabalaga,4.7,4.6,Chelsea,84,5.9,84,3.63,83,3.57,84,1.44,83,3.73
M,134,Kanté,4.8,4.8,Chelsea,32,1.94,32,1.18,33,1.19,33,0.5,32,1.21
M,135,Ziyech,5.5,5.5,Chelsea,15,1.58,16,0.92,15,0.89,17,0.42,19,1.21
M,136,Loftus-Cheek,5,5,Chelsea,21,1.58,23,1.05,22,0.96,19,0.37,22,1.02
F,137,Werner,7.9,7.9,Chelsea,0,0,0,0,0,0,0,0,0,0
D,138,Kenedy,3.9,3.9,Chelsea,0,0,0,0,0,0,0,0,0,0
D,139,Chilwell,5.8,5.8,Chelsea,58,4.32,59,2.59,60,2.58,56,0.82,57,2.85
M,140,Pulisic,5.7,5.7,Chelsea,15,1.51,16,0.91,14,0.86,17,0.39,14,0.92
D,141,Chalobah,4.5,4.5,Chelsea,22,1.46,20,0.8,25,0.95,26,0.35,25,1.1
M,142,Mount,7.3,7.3,Chelsea,40,4.03,38,2.23,41,2.4,38,0.84,42,2.65
D,143,Sarr,5,5,Chelsea,0,0,0,0,0,0,0,0,0,0
M,144,Hudson-Odoi,5.3,5.3,Chelsea,0,0,0,0,0,0,0,0,0,0
F,145,Havertz,7.7,7.7,Chelsea,53,5.11,50,2.73,51,2.87,56,1.2,52,3.24
D,146,James,5.8,5.8,Chelsea,65,5.55,64,3.22,64,3.11,63,1.05,62,3.55
G,147,Mendy,4.8,4.8,Chelsea,6,0.32,6,0.21,7,0.25,6,0.1,7,0.26
M,148,Gallagher,5.7,5.7,Chelsea,21,1.59,17,0.78,20,0.9,20,0.36,20,0.95
M,149,Gilmour,4.2,4.2,Brighton,25,2.05,25,1.21,25,1.16,23,0.25,24,1
F,150,Broja,5.3,5.3,Chelsea,0,0,0,0,0,0,0,0,0,0
D,151,Ampadu,4.4,4.4,Chelsea,0,0,0,0,0,0,0,0,0,0
G,152,Guaita,4.4,4.4,Crystal Palace,86,3.59,86,3.25,85,3.46,87,3.9,87,3.37
D,153,Tomkins,3.9,3.9,Crystal Palace,3,0.11,4,0.13,3,0.07,4,0.16,5,0.17
M,154,McArthur,4.8,4.8,Crystal Palace,7,0.33,8,0.3,7,0.31,9,0.37,9,0.34
F,155,Benteke,5.5,5.5,Crystal Palace,0,0,0,0,0,0,0,0,0,0
D,156,Ward,4.4,4.4,Crystal Palace,37,1.29,36,1,37,1.21,34,1.41,34,1.02
D,157,Clyne,4.5,4.5,Crystal Palace,61,2.3,64,1.9,64,2.25,63,2.68,63,2
M,158,Milivojevic,4.2,4.2,Crystal Palace,10,0.43,10,0.45,10,0.42,12,0.52,10,0.44
M,159,J.Ayew,5.3,5.3,Crystal Palace,57,2.69,57,2.31,58,2.42,57,2.62,58,2.36
M,160,Zaha,7.2,7.2,Crystal Palace,79,4.26,79,3.55,76,3.51,78,4.12,77,3.34
M,161,Schlupp,4.7,4.7,Crystal Palace,55,2.22,54,1.92,55,2,54,2.13,53,1.9
G,162,Butland,4.4,4.4,Man Utd,3,0.18,3,0.14,4,0.13,4,0.06,4,0.15
M,163,Hughes,4.8,4.8,Crystal Palace,40,1.59,41,1.52,41,1.56,41,1.62,40,1.45
M,164,Riedewald,4.3,4.3,Crystal Palace,3,0.09,3,0.12,3,0.12,4,0.13,4,0.12
D,165,Andersen,4.5,4.5,Crystal Palace,80,2.87,78,2.2,76,2.57,79,3.32,78,2.35
F,166,Edouard,5.1,5.1,Crystal Palace,35,2.04,37,1.8,34,1.7,35,1.9,35,1.71
D,167,Guéhi,4.4,4.4,Crystal Palace,76,2.59,74,2.01,75,2.42,73,2.91,72,2.11
F,168,Mateta,5.1,5.1,Crystal Palace,45,2.57,44,2.11,43,2.07,46,2.39,43,2
M,169,Eze,5.4,5.4,Crystal Palace,39,2.06,35,1.63,40,1.91,37,1.96,39,1.75
D,170,Mitchell,4.4,4.4,Crystal Palace,66,2.55,66,2.02,62,2.21,66,2.92,65,2.15
M,171,Olise,5.4,5.4,Crystal Palace,61,2.98,60,2.46,61,2.6,60,2.87,63,2.54
M,172,Rak-Sakyi,4.5,4.5,Crystal Palace,0,0,0,0,0,0,0,0,0,0
M,173,Ebiowei,4.2,4.2,Crystal Palace,0,0,0,0,0,0,0,0,0,0
D,174,Ferguson,3.9,3.9,Crystal Palace,12,0.4,11,0.33,13,0.45,12,0.45,14,0.44
G,175,Johnstone,4.4,4.4,Crystal Palace,4,0.13,4,0.15,5,0.16,3,0.14,3,0.08
G,176,Begović,4,4,Everton,5,0.2,4,0.15,4,0.17,5,0.17,4,0.16
F,177,Rondón,4.9,4.9,Everton,0,0,0,0,0,0,0,0,0,0
D,178,Coleman,4.4,4.4,Everton,44,1.66,42,1.19,42,1.8,44,1.85,42,1.63
M,179,Townsend,5.4,5.4,Everton,9,0.49,10,0.45,11,0.64,10,0.48,10,0.53
D,180,Keane,4.2,4.2,Everton,0,0,0,0,0,0,1,0,1,0
M,181,Dele,5.3,5.3,Everton,0,0,0,0,0,0,0,0,0,0
G,182,Pickford,4.4,4.4,Everton,85,3.29,85,3.1,86,3.6,85,3.53,85,3.42
M,183,Allan,4.8,4.8,Everton,0,0,0,0,0,0,0,0,0,0
M,184,André Gomes,4.5,4.5,Everton,0,0,0,0,0,0,0,0,0,0
M,185,A.Doucouré,5.3,5.3,Everton,61,2.27,62,1.96,61,2.41,62,2.24,61,2.16
M,186,Iwobi,5.4,5.4,Everton,74,2.74,73,2.39,71,2.85,72,2.64,71,2.6
M,187,Gbamin,4.5,4.5,Everton,0,0,0,0,0,0,0,0,0,0
D,188,Mina,4.3,4.3,Everton,14,0.48,13,0.36,15,0.59,13,0.48,16,0.57
M,189,Gray,5.3,5.3,Everton,45,2.2,46,1.86,44,2.36,46,2.13,48,2.22
M,190,Davies,4.9,4.9,Everton,12,0.53,13,0.5,14,0.65,16,0.67,14,0.62
F,191,Calvert-Lewin,7.9,7.9,Everton,73,3.63,74,3.03,73,4.06,72,3.42,72,3.33
D,192,Holgate,4.3,4.3,Everton,7,0.23,7,0.18,7,0.26,6,0.22,7,0.23
D,193,Godfrey,4.3,4.3,Everton,31,0.99,34,0.82,34,1.26,34,1.23,33,1.08
D,194,Mykolenko,4.3,4.3,Everton,68,2.31,68,1.66,65,2.56,65,2.51,65,2.24
M,195,Gordon,5.1,5.1,Newcastle,43,3.43,41,2.1,42,2.17,41,1.17,39,1.88
D,196,Branthwaite,4,4,Everton,0,0,0,0,0,0,0,0,0,0
D,197,Patterson,3.9,3.9,Everton,42,1.42,45,1.15,46,1.79,44,1.66,44,1.54
D,198,Nkounkou,4,4,Everton,0,0,0,0,0,0,0,0,0,0
D,199,Tarkowski,4.3,4.3,Everton,78,2.36,76,1.64,79,2.89,77,2.72,78,2.44
M,200,Cairney,4.7,4.7,Fulham,20,1.14,20,1.01,18,0.88,22,0.63,23,1.04
D,201,Ream,4.6,4.6,Fulham,81,2.85,80,2.79,80,2.59,81,1.55,80,2.11
M,202,Knockaert,4.7,4.7,Fulham,0,0,0,0,0,0,0,0,0,0
M,203,Chalobah,4.4,4.4,Fulham,0,0,0,0,0,0,0,0,0,0
M,204,Kebano,5.4,5.4,Fulham,0,0,0,0,0,0,0,0,0,0
M,205,De Cordova-Reid,5.5,5.5,Fulham,66,3.17,62,2.67,61,2.47,60,1.58,61,2.37
D,206,Bryan,4.4,4.4,Fulham,0,0,0,0,0,0,0,0,0,0
G,207,Gazzaniga,4,4,Fulham,0,0,0,0,0,0,0,0,0,0
D,208,Kongolo,3.9,3.9,Fulham,0,0,0,0,0,0,0,0,0,0
D,209,Tosin,4.5,4.5,Fulham,20,0.76,27,0.97,29,1,25,0.5,27,0.79
F,210,Mitrović,6.9,6.9,Fulham,77,4.92,77,4.38,75,3.87,75,2.65,76,3.86
M,211,Reed,4.4,4.4,Fulham,63,2.29,62,2.02,61,1.92,58,1.12,60,1.83
M,212,Wilson,5.7,5.7,Fulham,34,2.17,38,2.1,38,1.95,38,1.28,37,1.86
G,213,Rodák,4.3,4.3,Fulham,6,0.22,4,0.13,5,0.2,6,0.14,4,0.15
M,214,Cavaleiro,4.8,4.8,Fulham,0,0,0,0,0,0,0,0,0,0
D,215,Tete,4.4,4.4,Fulham,66,2.67,63,2.5,65,2.37,67,1.49,65,2
M,216,Onomah,4.3,4.3,Fulham,0,0,0,0,0,0,0,0,0,0
D,217,Robinson,4.4,4.4,Fulham,74,2.75,72,2.66,73,2.48,70,1.45,72,2.01
F,218,Muniz,5.4,5.4,Fulham,0,0,0,0,0,0,0,0,0,0
F,219,Stansfield,4.5,4.5,Fulham,0,0,0,0,0,0,0,0,0,0
M,220,Palhinha,4.9,4.9,Fulham,66,2.49,72,2.38,74,2.33,71,1.42,70,2.15
D,221,Cooper,4.4,4.4,Leeds,30,1.33,31,1.31,37,0.92,34,0.56,34,1.18
D,222,Ayling,4.5,4.5,Leeds,73,3.49,73,3.34,71,1.89,73,1.29,70,2.7
M,223,Klich,4.6,4.6,Leeds,0,0,0,0,0,0,0,0,0,0
M,224,Forshaw,4.4,4.4,Leeds,9,0.67,11,0.52,10,0.43,10,0.25,8,0.42
M,225,Rodrigo,6.3,6.3,Leeds,8,0.89,20,1.36,36,2.09,43,1.49,44,3.16
D,226,Dallas,4.9,4.9,Leeds,26,1.41,28,1.42,26,0.84,28,0.58,27,1.15
F,227,Bamford,7.2,7.2,Leeds,59,5.09,56,3.54,57,3.15,52,1.72,52,3.51
D,228,Llorente,4.4,4.4,Leeds,0,0,0,0,0,0,0,0,0,0
M,229,Roberts,5,5,Leeds,0,0,0,0,0,0,0,0,0,0
D,230,Koch,4.5,4.5,Leeds,71,3.16,71,2.96,68,1.66,70,1.12,71,2.5
M,231,James,6,6,Fulham,22,1.39,21,1.17,21,1.06,25,0.79,23,1.18
M,232,Raphinha,7,7,Leeds,0,0,0,0,0,0,0,0,0,0
M,233,Harrison,5.8,5.8,Leeds,47,3.57,48,2.63,46,2.15,44,1.24,43,2.35
M,234,Shackleton,4.5,4.5,Leeds,0,0,0,0,0,0,0,0,0,0
D,235,Struijk,4.5,4.5,Leeds,57,2.95,57,2.67,58,1.62,57,1.06,56,2.26
G,236,Klaesson,3.9,3.9,Leeds,1,0,0,0,0,0,1,0,2,0.04
F,237,Greenwood,4.1,4.1,Leeds,10,0.85,8,0.47,7,0.34,7,0.2,8,0.42
G,238,Meslier,4.5,4.5,Leeds,86,5.46,86,3.76,86,3.14,85,1.85,84,3.42
D,239,Firpo,4.5,4.5,Leeds,9,0.51,9,0.37,7,0.21,7,0.15,9,0.38
M,240,Summerville,4.2,4.2,Leeds,35,2.56,36,1.92,33,1.57,34,0.92,33,1.81
M,241,Bate,4.5,4.5,Leeds,0,0,0,0,0,0,0,0,0,0
F,242,Gelhardt,5.1,5.1,Leeds,0,0,0,0,0,0,0,0,0,0
D,243,Hjelde,3.9,3.9,Leeds,0,0,0,0,0,0,0,0,0,0
D,244,Kristensen,4.8,4.8,Leeds,17,0.96,16,0.7,18,0.56,16,0.33,21,0.89
M,245,Roca,4.8,4.8,Leeds,53,3.21,54,2.26,52,1.9,55,1.17,56,2.26
M,246,Aaronson,5.4,5.4,Leeds,28,1.99,25,1.28,21,0.97,22,0.57,21,1.11
M,247,Gyabi,4.3,4.3,Leeds,0,0,1,0,0,0,0,0,0,0
G,248,Schmeichel,5,5,Leicester,0,0,0,0,0,0,0,0,0,0
