Pos,ID,Name,BV,SV,Team,7_xMins,7_Pts,8_xMins,8_Pts,9_xMins,9_Pts,10_xMins,10_Pts,11_xMins,11_Pts,12_xMins,12_Pts,13_xMins,13_Pts,14_xMins,14_Pts,15_xMins,15_Pts,16_xMins,16_Pts,17_xMins,17_Pts,Elite%,Mins 4,Mins 5,Mins 6,Mins 7,Mins 8,Mins 9,Mins 10,Mins 11,Mins 12,Mins 13,Mins 14,Mins 15,EV4,EV5,EV6,EV7,EV8,EV9,EV10,EV11,EV12,EV13,EV14,EV15,Max EV,Max Mins,Sum EV,Sum Mins,Logic,PosPr,PosPrTeam
D,350,Gvardiol,5.9,5.9,Man City,85,4.56,75,3.79,66,2.99,66,2.85,62,2.72,63,1.97,64,3.66,67,3.24,66,3.19,67,2.92,68,3.93,0.12,85,75,68,66,66,62,63,64,67,66,67,68,4.56,3.79,4.16,2.99,2.85,2.72,1.97,3.66,3.24,3.19,2.92,3.93,4.56,85,39.98,817,TRUE,D5.9,D6Man City
D,311,Alexander-Arnold,7.1,7,Liverpool,83,4.3,83,3.98,79,4.5,79,4.47,76,4.57,76,2.99,75,3.38,71,4.08,73,4.43,71,2.73,73,5.01,0.7,83,83,80,79,79,76,76,75,71,73,71,73,4.3,3.98,2.85,4.5,4.47,4.57,2.99,3.38,4.08,4.43,2.73,5.01,5.01,83,47.29,919,TRUE,D7,D7Liverpool
F,351,Haaland,15.3,15.3,Man City,89,7.82,85,7.24,80,5.99,79,5.63,77,6.51,78,4.59,79,7.02,79,5.73,76,6.47,77,5.26,75,7.23,0.77,89,85,82,80,79,77,78,79,79,76,77,75,7.82,7.24,8.82,5.99,5.63,6.51,4.59,7.02,5.73,6.47,5.26,7.23,8.82,89,78.31,956,TRUE,F15.3,F15.5Man City
F,473,Stewart,4.6,4.6,Southampton,20,0.94,21,1.46,23,1.47,22,1.33,22,1.16,24,1.33,24,1.31,25,1.29,24,1.41,24,1.28,27,1.67,0.05,20,21,21,23,22,22,24,24,25,24,24,27,0.94,1.46,0.96,1.47,1.33,1.16,1.33,1.31,1.29,1.41,1.28,1.67,1.67,27,15.61,277,FALSE,F4.6,F4.5Southampton
F,539,Chiwome,4.5,4.5,Wolves,4,0.24,4,0.26,5,0.32,7,0.42,7,0.37,7,0.42,6,0.36,7,0.38,7,0.42,7,0.39,7,0.38,0.01,4,4,5,5,7,7,7,6,7,7,7,7,0.24,0.26,0.3,0.32,0.42,0.37,0.42,0.36,0.38,0.42,0.39,0.38,0.42,7,4.26,73,FALSE,F4.5,F4.5Wolves
F,129,João Pedro,5.5,5.5,Brighton,22,1.41,57,3.09,67,3.04,68,3.19,68,3.74,65,4.89,66,3.53,66,4.04,65,4.09,64,3.78,64,4.22,0.38,22,57,71,67,68,68,65,66,66,65,64,64,1.41,3.09,4.87,3.04,3.19,3.74,4.89,3.53,4.04,4.09,3.78,4.22,4.89,71,43.89,743,TRUE,F5.5,F5.5Brighton
F,232,Ndiaye,5.4,5.4,Everton,74,3.2,72,3.04,69,3.01,70,2.85,69,3.12,70,2.63,67,3.11,66,2.47,67,2.16,66,2.73,65,2.09,0,74,72,72,69,70,69,70,67,66,67,66,65,3.2,3.04,3.02,3.01,2.85,3.12,2.63,3.11,2.47,2.16,2.73,2.09,3.2,74,33.43,827,TRUE,F5.4,F5.5Everton
F,252,Raúl,5.5,5.5,Fulham,65,2.58,59,3.23,56,3.38,56,2.82,52,3.3,54,2.56,54,2.96,52,2.31,53,2.26,52,3.5,53,2.55,0,65,59,56,56,56,52,54,54,52,53,52,53,2.58,3.23,2.99,3.38,2.82,3.3,2.56,2.96,2.31,2.26,3.5,2.55,3.5,65,34.44,662,TRUE,F5.5,F5.5Fulham
F,268,Delap,5.5,5.5,Ipswich,72,3.43,68,3.68,61,3.42,60,2.6,59,2.94,60,2.73,58,3.02,56,2.99,58,2.8,56,2.91,56,2.04,0,72,68,64,61,60,59,60,58,56,58,56,56,3.43,3.68,3.07,3.42,2.6,2.94,2.73,3.02,2.99,2.8,2.91,2.04,3.68,72,35.63,728,TRUE,F5.5,F5.5Ipswich
F,306,Vardy,5.7,5.7,Leicester,80,4.57,72,3.8,64,3.28,60,2.77,59,3.05,58,2.88,59,3.47,58,3.17,57,2.65,58,3.47,59,2.34,0.02,80,72,64,64,60,59,58,59,58,57,58,59,4.57,3.8,3.49,3.28,2.77,3.05,2.88,3.47,3.17,2.65,3.47,2.34,4.57,80,38.94,748,TRUE,F5.7,F5.5Leicester
F,566,Strand Larsen,5.5,5.5,Wolves,68,3.16,68,2.63,65,3.2,65,3.73,65,2.75,63,3.09,63,2.91,63,2.88,62,3.27,62,2.86,64,2.93,0,68,68,66,65,65,65,63,63,63,62,62,64,3.16,2.63,2.81,3.2,3.73,2.75,3.09,2.91,2.88,3.27,2.86,2.93,3.73,68,36.22,774,TRUE,F5.5,F5.5Wolves
F,289,Daka,4.9,4.9,Leicester,0,0,16,0.97,30,1.67,34,1.66,33,1.81,36,1.89,34,2.07,36,2.02,35,1.82,35,2.2,35,1.53,0,0,16,32,30,34,33,36,34,36,35,35,35,0,0.97,1.92,1.67,1.66,1.81,1.89,2.07,2.02,1.82,2.2,1.53,2.2,36,19.56,356,FALSE,F4.9,F5Leicester
F,27,Archer,5,5,Southampton,30,1.34,29,1.96,28,1.76,27,1.53,27,1.39,26,1.35,26,1.47,26,1.36,26,1.49,25,1.33,25,1.53,0.01,30,29,28,28,27,27,26,26,26,26,25,25,1.34,1.96,1.23,1.76,1.53,1.39,1.35,1.47,1.36,1.49,1.33,1.53,1.96,30,17.74,323,FALSE,F5,F5Southampton
F,589,Füllkrug,6.7,6.7,West Ham,23,1.58,43,2.15,43,2.32,45,2.92,45,2.42,43,2.04,45,2.72,44,2.94,45,2.53,46,2.76,44,2.76,0,23,43,46,43,45,45,43,45,44,45,46,44,1.58,2.15,2.7,2.32,2.92,2.42,2.04,2.72,2.94,2.53,2.76,2.76,2.94,46,29.84,512,TRUE,F6.7,F6.5West Ham
F,541,Cunha,6.5,6.5,Wolves,77,3.76,76,3.11,72,3.7,71,4.35,72,3.16,72,3.89,69,3.31,70,3.27,70,4.05,70,3.45,69,3.4,0,77,76,74,72,71,72,72,69,70,70,70,69,3.76,3.11,3.18,3.7,4.35,3.16,3.89,3.31,3.27,4.05,3.45,3.4,4.35,77,42.63,862,TRUE,F6.5,F6.5Wolves
F,617,Evanilson,5.9,5.9,Bournemouth,65,3.71,66,3,63,2.71,62,3.34,60,3.44,61,3.33,62,3.39,60,3.27,61,3.69,58,2.83,61,3.52,0.01,65,66,61,63,62,60,61,62,60,61,58,61,3.71,3,2.9,2.71,3.34,3.44,3.33,3.39,3.27,3.69,2.83,3.52,3.71,66,39.13,740,TRUE,F5.9,F6Bournemouth
F,110,Wissa,6,6,Brentford,0,0,0,0,0,0,0,0,27,1.36,56,3.31,68,2.96,65,3.39,65,2.81,68,3.58,64,2.87,0,0,0,0,0,0,27,56,68,65,65,68,64,0,0,0,0,0,1.36,3.31,2.96,3.39,2.81,3.58,2.87,3.58,68,20.28,413,TRUE,F6,F6Brentford
F,148,Welbeck,5.8,5.8,Brighton,66,3.76,57,2.84,49,2.11,50,2.21,47,2.44,46,3.17,48,2.4,46,2.53,47,2.74,46,2.45,46,2.86,0.01,66,57,49,49,50,47,46,48,46,47,46,46,3.76,2.84,3.08,2.11,2.21,2.44,3.17,2.4,2.53,2.74,2.45,2.86,3.76,66,32.59,597,TRUE,F5.8,F6Brighton
F,11,Nketiah,5.9,5.9,Crystal Palace,76,3.05,74,3.2,69,3.27,68,3.3,68,2.85,70,3.46,69,3.22,71,2.66,68,2.92,69,2.61,67,3.02,0,76,74,71,69,68,68,70,69,71,68,69,67,3.05,3.2,3.27,3.27,3.3,2.85,3.46,3.22,2.66,2.92,2.61,3.02,3.46,76,36.83,840,TRUE,F5.9,F6Crystal Palace
F,220,Calvert-Lewin,6,6,Everton,82,4.43,78,3.99,71,3.9,70,3.54,69,3.97,68,3.09,69,4.17,69,3.12,66,2.46,68,3.45,66,2.45,0.56,82,78,74,71,70,69,68,69,69,66,68,66,4.43,3.99,3.9,3.9,3.54,3.97,3.09,4.17,3.12,2.46,3.45,2.45,4.43,82,42.47,850,TRUE,F6,F6Everton
F,447,Wood,6.2,6.2,Nott'm Forest,84,3.56,81,3.98,77,4.2,79,3.98,77,2.77,77,4.28,78,2.73,79,3.4,78,3.83,77,3.59,77,3.75,0.19,84,81,80,77,79,77,77,78,79,78,77,77,3.56,3.98,3.96,4.2,3.98,2.77,4.28,2.73,3.4,3.83,3.59,3.75,4.28,84,44.03,944,TRUE,F6.2,F6Nott'm Forest
F,207,Mateta,7.4,7.4,Crystal Palace,78,3.45,75,3.46,72,3.66,72,3.85,69,3.15,70,3.76,69,3.53,68,2.83,70,3.23,71,2.91,70,3.36,0,78,75,73,72,72,69,70,69,68,70,71,70,3.45,3.46,3.79,3.66,3.85,3.15,3.76,3.53,2.83,3.23,2.91,3.36,3.85,78,40.98,857,TRUE,F7.4,F7.5Crystal Palace
F,82,Solanke,7.6,7.5,Spurs,88,5.05,80,5.06,76,4.85,73,5.37,73,3.04,73,4.85,72,4.27,73,4.57,71,4.96,72,3.93,71,4.08,0.57,88,80,79,76,73,73,73,72,73,71,72,71,5.05,5.06,4.48,4.85,5.37,3.04,4.85,4.27,4.57,4.96,3.93,4.08,5.37,88,54.51,901,TRUE,F7.5,F7.5Spurs
F,316,Darwin,7.2,7.2,Liverpool,46,3.01,45,2.9,46,3.34,45,3.14,47,3.54,43,2.35,44,2.84,46,3.08,47,3.25,47,2.81,43,3.51,0,46,45,45,46,45,47,43,44,46,47,47,43,3.01,2.9,2.15,3.34,3.14,3.54,2.35,2.84,3.08,3.25,2.81,3.51,3.54,47,35.92,544,TRUE,F7.2,F7Liverpool
F,389,Zirkzee,6.9,6.9,Man Utd,65,3.39,62,4.02,57,3.4,56,3.83,56,3.33,56,3.76,53,2.25,55,3.4,53,2.21,56,3.54,55,3.29,0,65,62,59,57,56,56,56,53,55,53,56,55,3.39,4.02,3.54,3.4,3.83,3.33,3.76,2.25,3.4,2.21,3.54,3.29,4.02,65,39.96,683,TRUE,F6.9,F7Man Utd
F,375,Højlund,6.9,6.9,Man Utd,33,1.93,33,2.24,38,2.4,37,2.6,37,2.29,36,2.45,39,1.72,37,2.34,37,1.66,37,2.41,36,2.22,0,33,33,36,38,37,37,36,39,37,37,37,36,1.93,2.24,2.3,2.4,2.6,2.29,2.45,1.72,2.34,1.66,2.41,2.22,2.6,39,26.56,436,TRUE,F6.9,F7Man Utd
F,401,Isak,8.3,8.3,Newcastle,45,2.8,83,5.19,77,3.71,77,4.34,76,5.36,75,4.19,75,3.97,75,4.41,73,5.41,73,4.5,73,4.59,0.06,45,83,79,77,77,76,75,75,75,73,73,73,2.8,5.19,4.22,3.71,4.34,5.36,4.19,3.97,4.41,5.41,4.5,4.59,5.41,83,52.69,881,TRUE,F8.3,F8.5Newcastle
F,4,Havertz,8.2,8.2,Arsenal,85,5.92,82,4.44,78,3.91,77,3.63,75,4.32,74,4.02,74,4.12,74,3.61,72,4.43,74,3.75,75,4.77,0.23,85,82,80,78,77,75,74,74,74,72,74,75,5.92,4.44,3.8,3.91,3.63,4.32,4.02,4.12,3.61,4.43,3.75,4.77,5.92,85,50.72,920,TRUE,F8.2,F8Arsenal
F,180,N.Jackson,7.9,7.9,Chelsea,76,4.82,72,3.26,67,3.53,66,3.06,66,4.06,63,3.8,63,4.1,61,3.19,63,4.26,61,3.58,62,3.77,0.02,76,72,68,67,66,66,63,63,61,63,61,62,4.82,3.26,4.4,3.53,3.06,4.06,3.8,4.1,3.19,4.26,3.58,3.77,4.82,76,45.83,788,TRUE,F7.9,F8Chelsea
F,58,Watkins,9.1,9.1,Aston Villa,83,4.9,82,4.21,81,3.98,79,3.43,78,4.83,78,3.92,78,5.18,77,5.77,79,4.16,76,3.44,75,4,0.06,83,82,81,81,79,78,78,78,77,79,76,75,4.9,4.21,5.2,3.98,3.43,4.83,3.92,5.18,5.77,4.16,3.44,4,5.77,83,53.02,947,TRUE,F9.1,F9Aston Villa
G,152,Arrizabalaga,4.5,4.5,Bournemouth,94,3.59,93,3.14,92,3.01,91,3.29,91,3.31,91,3.47,91,3.04,92,3.51,91,3.44,91,3.12,91,3.49,0,94,93,93,92,91,91,91,91,92,91,91,91,3.59,3.14,3.19,3.01,3.29,3.31,3.47,3.04,3.51,3.44,3.12,3.49,3.59,94,39.6,1101,TRUE,G4.5,G4.5Bournemouth
G,91,Flekken,4.5,4.5,Brentford,93,3.65,93,3.22,93,3.35,92,3.42,91,3.43,91,3.66,91,3.1,90,3.16,90,3.07,91,3.52,91,3.14,0.54,93,93,92,93,92,91,91,91,90,90,91,91,3.65,3.22,3.65,3.35,3.42,3.43,3.66,3.1,3.16,3.07,3.52,3.14,3.66,93,40.37,1098,TRUE,G4.5,G4.5Brentford
G,146,Verbruggen,4.5,4.5,Brighton,93,3.22,91,3.19,90,2.95,88,2.93,89,3.23,87,3.57,87,3.21,85,3.34,87,3.5,85,3.15,86,3.37,0.04,93,91,90,90,88,89,87,87,85,87,85,86,3.22,3.19,3.69,2.95,2.93,3.23,3.57,3.21,3.34,3.5,3.15,3.37,3.69,93,39.35,1058,TRUE,G4.5,G4.5Brighton
G,185,Sánchez,4.7,4.7,Chelsea,92,3.77,91,3.07,88,2.98,89,3.13,88,3.47,86,3.23,88,3.44,87,2.9,86,3.39,84,3.26,85,3.31,0.02,92,91,90,88,89,88,86,88,87,86,84,85,3.77,3.07,3.25,2.98,3.13,3.47,3.23,3.44,2.9,3.39,3.26,3.31,3.77,92,39.2,1054,TRUE,G4.7,G4.5Chelsea
G,201,Henderson,4.5,4.5,Crystal Palace,93,3.04,93,3.46,92,3.41,90,3.38,91,3.09,91,3.16,91,3.4,91,2.89,91,3.09,91,3,90,3.15,0.14,93,93,92,92,90,91,91,91,91,91,91,90,3.04,3.46,3.08,3.41,3.38,3.09,3.16,3.4,2.89,3.09,3,3.15,3.46,93,38.15,1096,TRUE,G4.5,G4.5Crystal Palace
G,568,Muric,4.4,4.4,Ipswich,93,3.2,92,3.45,92,3.57,92,2.92,91,3.1,91,3.28,90,3.28,90,3.22,90,3.23,90,3.04,91,2.95,0.03,93,92,92,92,92,91,91,90,90,90,90,91,3.2,3.45,3.23,3.57,2.92,3.1,3.28,3.28,3.22,3.23,3.04,2.95,3.57,93,38.47,1094,TRUE,G4.4,G4.5Ipswich
G,293,Hermansen,4.5,4.5,Leicester,94,3.32,92,3.39,92,3.35,91,2.99,92,3.09,91,3.21,91,3.31,91,3.24,90,3,90,3.44,89,2.91,0,94,92,92,92,91,92,91,91,91,90,90,89,3.32,3.39,3.52,3.35,2.99,3.09,3.21,3.31,3.24,3,3.44,2.91,3.52,94,38.77,1095,TRUE,G4.5,G4.5Leicester
G,443,Sels,4.5,4.5,Nott'm Forest,93,3.08,92,3.53,91,3.4,91,3.23,91,2.98,92,3.67,90,2.9,90,3.04,91,3.26,90,3.21,90,3.01,0.01,93,92,92,91,91,91,92,90,90,91,90,90,3.08,3.53,3.53,3.4,3.23,2.98,3.67,2.9,3.04,3.26,3.21,3.01,3.67,93,38.84,1093,TRUE,G4.5,G4.5Nott'm Forest
G,14,Ramsdale,4.4,4.4,Southampton,93,3.01,93,3.57,91,3.37,92,3.23,91,2.91,90,2.98,89,2.94,90,2.93,90,2.87,90,2.99,90,3.18,0.01,93,93,92,91,92,91,90,89,90,90,90,90,3.01,3.57,3.08,3.37,3.23,2.91,2.98,2.94,2.93,2.87,2.99,3.18,3.57,93,37.06,1091,TRUE,G4.4,G4.5Southampton
G,513,Areola,4.5,4.5,West Ham,93,3.6,92,3.05,91,3.29,91,3.57,91,3.09,91,3.05,90,3.37,91,3.53,91,3.13,90,3.17,90,3.33,0.01,93,92,92,91,91,91,91,90,91,91,90,90,3.6,3.05,3.17,3.29,3.57,3.09,3.05,3.37,3.53,3.13,3.17,3.33,3.6,93,39.35,1093,TRUE,G4.5,G4.5West Ham
G,204,Johnstone,4.4,4.4,Wolves,94,3.3,92,2.88,90,3.33,90,3.45,90,3.07,88,3.12,88,3.17,89,3.1,88,3.39,88,3.24,88,2.97,0,94,92,91,90,90,90,88,88,89,88,88,88,3.3,2.88,3.05,3.33,3.45,3.07,3.12,3.17,3.1,3.39,3.24,2.97,3.45,94,38.07,1076,TRUE,G4.4,G4.5Wolves
G,536,Bentley,4,4,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,G4,G4Wolves
G,15,Raya,5.6,5.5,Arsenal,94,4.44,93,3.73,92,3.6,92,3.52,91,4.21,91,3.79,91,3.79,91,3.82,90,4.24,91,3.9,90,4.29,0.24,94,93,92,92,92,91,91,91,91,90,91,90,4.44,3.73,3.56,3.6,3.52,4.21,3.79,3.79,3.82,4.24,3.9,4.29,4.44,94,46.89,1098,TRUE,G5.5,G5.5Arsenal
G,310,A.Becker,5.5,5.5,Liverpool,94,3.84,93,3.61,92,3.8,91,3.74,92,3.91,92,3.34,91,3.46,90,3.87,90,3.88,90,3.19,90,4.12,0.01,94,93,93,92,91,92,92,91,90,90,90,90,3.84,3.61,3.44,3.8,3.74,3.91,3.34,3.46,3.87,3.88,3.19,4.12,4.12,94,44.2,1098,TRUE,G5.5,G5.5Liverpool
G,347,Ederson M.,5.5,5.5,Man City,93,4.08,90,3.8,89,3.62,89,3.53,87,3.42,88,3.12,87,4,85,3.57,85,3.5,85,3.38,85,3.97,0.05,93,90,90,89,89,87,88,87,85,85,85,85,4.08,3.8,4.27,3.62,3.53,3.42,3.12,4,3.57,3.5,3.38,3.97,4.27,93,44.26,1053,TRUE,G5.5,G5.5Man City
G,47,Martinez,5,5,Aston Villa,94,3.39,93,3.47,91,3.02,91,2.98,90,3.62,91,3.15,91,3.59,91,3.8,90,3.51,90,3.02,91,3.18,0.01,94,93,92,91,91,90,91,91,91,90,90,91,3.39,3.47,3.57,3.02,2.98,3.62,3.15,3.59,3.8,3.51,3.02,3.18,3.8,94,40.3,1095,TRUE,G5,G5Aston Villa
G,235,Pickford,4.8,4.8,Everton,94,3.25,93,3.46,92,3.37,91,3.19,91,3.43,91,3.01,91,3.53,90,2.85,90,2.89,91,3.03,90,2.88,0,94,93,91,92,91,91,91,91,90,90,91,90,3.25,3.46,3.33,3.37,3.19,3.43,3.01,3.53,2.85,2.89,3.03,2.88,3.53,94,38.22,1095,TRUE,G4.8,G5Everton
G,248,Leno,5,5,Fulham,94,3.1,93,3.41,91,3.64,90,3.32,90,3.65,91,3.02,91,3.38,90,3.12,89,2.9,89,3.69,90,3.08,0,94,93,93,91,90,90,91,91,90,89,89,90,3.1,3.41,3.56,3.64,3.32,3.65,3.02,3.38,3.12,2.9,3.69,3.08,3.69,94,39.87,1091,TRUE,G5,G5Fulham
G,383,Onana,5,5,Man Utd,93,3.26,93,3.67,91,3.19,92,3.76,91,3.49,91,3.68,92,3.06,92,3.7,91,2.98,91,3.42,91,3.46,0,93,93,92,91,92,91,91,92,92,91,91,91,3.26,3.67,3.35,3.19,3.76,3.49,3.68,3.06,3.7,2.98,3.42,3.46,3.76,93,41.02,1100,TRUE,G5,G5Man Utd
G,413,Pope,5,5,Newcastle,94,3.46,92,3.4,91,3.13,89,3.29,90,3.37,90,3.27,90,2.96,89,3.26,91,3.68,90,3.41,90,3.23,0,94,92,92,91,89,90,90,90,89,91,90,90,3.46,3.4,3.09,3.13,3.29,3.37,3.27,2.96,3.26,3.68,3.41,3.23,3.68,94,39.55,1088,TRUE,G5,G5Newcastle
G,508,Vicario,5,5,Spurs,94,3.34,92,3.73,92,3.42,92,3.85,91,3.11,92,3.6,91,3.3,90,3.19,90,3.51,90,3.01,90,3.46,0.01,94,92,92,92,92,91,92,91,90,90,90,90,3.34,3.73,3.48,3.42,3.85,3.11,3.6,3.3,3.19,3.51,3.01,3.46,3.85,94,41,1096,TRUE,G5,G5Spurs
M,182,Palmer,10.7,10.7,Chelsea,88,7.08,84,4.42,83,5.09,81,4.63,78,5.92,78,5.9,77,6.09,77,4.66,74,6.31,77,5.39,76,5.89,0.11,88,84,83,83,81,78,78,77,77,74,77,76,7.08,4.42,6.55,5.09,4.63,5.92,5.9,6.09,4.66,6.31,5.39,5.89,7.08,88,67.93,956,TRUE,M10.7,M10.5Chelsea
M,17,Saka,10.1,10,Arsenal,84,7.72,82,5.58,79,4.96,81,4.76,77,5.76,77,5.05,75,5.34,76,4.68,73,5.95,76,4.78,75,6.22,0.95,84,82,81,79,81,77,77,75,76,73,76,75,7.72,5.58,4.83,4.96,4.76,5.76,5.05,5.34,4.68,5.95,4.78,6.22,7.72,84,65.63,936,TRUE,M10,M10Arsenal
M,503,Son,9.9,9.9,Spurs,47,2.96,87,6.06,85,5.87,84,6.76,83,3.67,83,5.94,85,5.29,84,5.61,82,6.09,83,4.79,82,5.14,0.01,47,87,86,85,84,83,83,85,84,82,83,82,2.96,6.06,5.25,5.87,6.76,3.67,5.94,5.29,5.61,6.09,4.79,5.14,6.76,87,63.43,971,TRUE,M9.9,M10Spurs
M,328,M.Salah,12.8,12.6,Liverpool,88,6.48,84,6.29,81,6.99,81,6.66,79,6.87,77,4.81,77,5.61,77,6.05,78,6.65,79,5.33,79,7.91,0.26,88,84,83,81,81,79,77,77,77,78,79,79,6.48,6.29,4.41,6.99,6.66,6.87,4.81,5.61,6.05,6.65,5.33,7.91,7.91,88,74.06,963,TRUE,M12.6,M12.5Liverpool
M,111,Yarmoliuk,4.4,4.4,Brentford,38,1.59,23,0.95,13,0.54,12,0.55,12,0.53,12,0.55,12,0.51,12,0.56,13,0.55,15,0.67,14,0.58,0,38,23,14,13,12,12,12,12,12,13,15,14,1.59,0.95,0.66,0.54,0.55,0.53,0.55,0.51,0.56,0.55,0.67,0.58,1.59,38,8.24,190,FALSE,M4.4,M4.5Brentford
M,309,Winks,4.5,4.5,Leicester,82,2.46,80,2.35,78,2.24,76,2,77,2.17,74,2.03,74,2.26,75,2.18,72,1.9,74,2.36,75,1.8,0.07,82,80,77,78,76,77,74,74,75,72,74,75,2.46,2.35,2.32,2.24,2,2.17,2.03,2.26,2.18,1.9,2.36,1.8,2.46,82,26.07,914,FALSE,M4.5,M4.5Leicester
M,608,Dibling,4.6,4.6,Southampton,67,2.39,58,3.43,49,2.79,49,2.52,48,2.13,46,2.14,48,2.36,46,2.1,47,2.37,46,2.14,50,2.75,0.04,67,58,54,49,49,48,46,48,46,47,46,50,2.39,3.43,1.93,2.79,2.52,2.13,2.14,2.36,2.1,2.37,2.14,2.75,3.43,67,29.05,608,TRUE,M4.6,M4.5Southampton
M,57,Tielemans,5.5,5.5,Aston Villa,85,3.49,81,3.06,73,2.63,73,2.41,73,3.21,72,2.66,70,3.27,67,3.33,69,2.72,70,2.42,70,2.64,0,85,81,75,73,73,73,72,70,67,69,70,70,3.49,3.06,3.35,2.63,2.41,3.21,2.66,3.27,3.33,2.72,2.42,2.64,3.49,85,35.19,878,TRUE,M5.5,M5.5Aston Villa
M,48,McGinn,5.3,5.3,Aston Villa,0,0,32,1.32,77,2.88,76,2.59,73,3.47,74,2.82,73,3.55,73,3.92,75,3.09,75,2.58,73,2.88,0,0,32,66,77,76,73,74,73,73,75,75,73,0,1.32,3.12,2.88,2.59,3.47,2.82,3.55,3.92,3.09,2.58,2.88,3.92,77,32.22,767,TRUE,M5.3,M5.5Aston Villa
M,78,Semenyo,5.7,5.7,Bournemouth,84,4.26,82,3.22,78,2.99,77,3.61,73,3.67,73,3.55,72,3.5,73,3.55,74,4.01,73,3.06,73,3.79,0.46,84,82,79,78,77,73,73,72,73,74,73,73,4.26,3.22,3.32,2.99,3.61,3.67,3.55,3.5,3.55,4.01,3.06,3.79,4.26,84,42.53,911,TRUE,M5.7,M5.5Bournemouth
