Pos,ID,Name,BV,SV,Team,2_xMins,2_Pts,3_xMins,3_Pts,4_xMins,4_Pts,5_xMins,5_Pts,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts,9_xMins,9_Pts
M,450,Sarr,4.5,4.5,Spurs,1,0.03,0,0.03,1,0.04,1,0.03,0,0.00,0,0.02,0,0.01,0,0.01
G,451,Austin,4.0,4.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,0,0.00,0,0.00,0,0.00
M,452,Devine,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,0,0.00,0,0.00
F,453,Parrott,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,454,Richarlison,8.5,8.5,Spurs,41,1.85,40,2.45,43,2.44,45,2.34,43,2.76,46,1.72,43,2.55,45,2.01
G,455,Fabianski,5.0,5.0,West Ham,87,3.69,87,3.71,87,3.30,86,3.22,87,3.10,86,3.67,87,3.50,86,3.79
D,456,Ogbonna,4.5,4.5,West Ham,0,0.00,2,0.06,12,0.36,19,0.56,23,0.52,33,1.31,29,1.02,19,0.78
D,457,Cresswell,5.0,5.0,West Ham,75,3.23,70,3.11,72,2.35,69,2.12,69,1.64,69,2.98,67,2.50,64,3.06
F,458,Antonio,7.5,7.5,West Ham,69,3.56,67,3.52,63,2.92,60,2.70,60,2.32,61,3.13,60,2.87,58,3.14
D,459,Dawson,5.0,5.0,West Ham,81,3.20,78,3.15,75,2.26,69,1.97,69,1.49,62,2.47,55,1.92,48,2.12
M,460,Lanzini,5.5,5.5,West Ham,58,2.82,57,2.87,56,2.39,54,2.28,55,2.05,53,2.60,54,2.45,56,2.88
D,461,Zouma,4.5,4.5,West Ham,82,3.11,79,3.12,77,2.27,77,2.13,75,1.60,73,2.85,78,2.63,74,3.19
D,462,Masuaku,4.5,4.5,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,463,Coufal,4.5,4.5,West Ham,80,3.08,77,3.07,77,2.26,76,2.10,74,1.57,75,2.93,77,2.61,75,3.21
M,464,Benrahma,6.0,6.0,West Ham,47,2.60,46,2.66,47,2.30,47,2.25,47,2.00,49,2.71,47,2.46,48,2.82
M,465,Bowen,8.5,8.5,West Ham,72,4.09,66,3.87,65,3.21,65,3.12,64,2.64,62,3.57,64,3.36,64,3.88
M,466,Vlasic,5.0,5.0,West Ham,23,1.32,21,1.28,24,1.26,25,1.27,26,1.18,25,1.42,27,1.40,25,1.47
M,467,Rice,5.0,5.0,West Ham,81,2.62,80,2.63,74,2.21,73,2.12,77,2.07,76,2.46,76,2.34,77,2.61
M,468,Soucek,5.5,5.5,West Ham,83,3.32,82,3.35,82,2.91,80,2.80,79,2.44,81,3.23,79,2.93,79,3.35
M,469,Fornals,5.5,5.5,West Ham,64,2.84,67,3.01,64,2.49,67,2.53,65,2.19,63,2.75,60,2.44,62,2.88
D,470,Diop,4.5,4.5,West Ham,17,0.65,20,0.78,17,0.50,16,0.43,14,0.30,10,0.36,8,0.26,5,0.22
D,471,Johnson,4.5,4.5,West Ham,25,1.06,31,1.29,28,0.94,32,1.00,33,0.82,32,1.31,32,1.18,35,1.56
D,472,Aguerd,5.0,5.0,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,5,0.23,15,0.57,40,1.83
G,473,Areola,4.5,4.5,West Ham,2,0.10,3,0.12,3,0.13,4,0.15,3,0.12,4,0.16,3,0.14,4,0.16
D,474,Boly,4.5,4.5,Wolves,48,2.04,49,0.99,51,1.91,48,1.90,45,1.81,44,0.74,47,0.91,48,1.33
D,475,Coady,5.0,5.0,Wolves,74,2.91,71,1.34,67,2.39,69,2.59,68,2.57,67,1.13,67,1.25,68,1.81
F,476,Jiménez,7.0,7.0,Wolves,0,0.00,0,0.00,17,0.91,25,1.33,35,2.07,56,2.09,65,2.48,65,3.10
D,477,Jonny,4.5,4.5,Wolves,79,3.44,68,1.42,65,2.56,63,2.57,63,2.68,60,1.00,59,1.16,60,1.75
G,478,Sá,5.0,5.0,Wolves,88,3.80,87,3.09,87,3.66,87,3.76,87,3.70,87,3.08,86,3.06,85,3.23
M,479,Dendoncker,5.0,5.0,Wolves,60,2.41,62,1.85,63,2.29,59,2.13,59,2.29,58,1.60,59,1.67,57,1.87
M,480,Neves,5.5,5.5,Wolves,78,3.44,64,1.99,63,2.42,74,2.78,75,2.97,75,2.01,75,2.06,74,2.33
M,481,Hwang,6.0,6.0,Wolves,47,2.78,44,1.89,38,2.13,37,2.04,34,2.01,30,1.24,30,1.28,30,1.49
D,482,Semedo,5.0,5.0,Wolves,18,0.81,43,0.96,69,2.70,67,2.73,68,2.84,67,1.16,71,1.41,70,2.02
M,483,Podence,5.5,5.5,Wolves,62,3.24,62,2.33,58,2.80,57,2.68,55,2.86,52,1.86,52,1.92,50,2.17
D,484,Kilman,4.5,4.5,Wolves,46,1.87,49,0.95,47,1.70,46,1.79,47,1.84,49,0.82,44,0.82,45,1.23
M,485,Cundle,4.5,4.5,Wolves,15,0.64,19,0.68,18,0.76,17,0.71,17,0.71,17,0.61,18,0.65,17,0.66
M,486,Neto,5.5,5.5,Wolves,69,3.88,69,2.68,67,3.43,65,3.30,67,3.70,65,2.33,62,2.33,62,2.80
D,487,Aït-Nouri,4.5,4.5,Wolves,66,2.88,53,1.11,36,1.47,41,1.74,41,1.77,42,0.74,42,0.87,42,1.26
F,488,Fabio Silva,5.5,5.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,489,Toti,4.0,4.0,Wolves,5,0.25,7,0.17,8,0.30,9,0.34,8,0.32,7,0.17,9,0.20,8,0.26
M,490,Chiquinho,5.0,5.0,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,491,Adama,5.5,5.5,Wolves,4,0.24,15,0.67,22,1.15,23,1.16,20,1.14,20,0.86,19,0.83,19,0.92
G,492,Šarkić,4.0,4.0,Wolves,2,0.09,3,0.12,3,0.13,3,0.11,3,0.14,3,0.11,4,0.16,4,0.16
M,493,Gibbs-White,5.5,5.5,Wolves,52,2.93,49,1.92,45,2.32,38,1.93,36,2.01,28,1.10,24,1.00,25,1.16
D,494,Mosquera,4.0,4.0,Wolves,0,0.01,1,0.03,1,0.03,1,0.04,1,0.04,1,0.03,1,0.03,1,0.04
G,495,Matthews,4.0,4.0,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,496,Plange,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,0,0.01,0,0.01,0,0.01
G,497,Adrián,4.0,4.0,Liverpool,0,0.00,0,0.01,0,0.01,1,0.03,0,0.01,0,0.02,0,0.00,0,0.01
D,498,R.Williams,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,499,Davies,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,500,Van den Berg,4.0,4.0,Liverpool,1,0.05,1,0.02,0,0.02,0,0.02,1,0.04,0,0.01,1,0.02,1,0.04
D,501,Phillips,4.0,4.0,Liverpool,3,0.17,2,0.09,2,0.11,3,0.13,2,0.09,2,0.11,3,0.10,3,0.14
G,502,Carson,4.0,4.0,Man City,1,0.05,2,0.08,2,0.10,3,0.16,2,0.08,2,0.12,2,0.08,2,0.10
M,503,Moutinho,5.0,5.0,Wolves,76,2.81,74,2.13,72,2.54,72,2.48,72,2.63,72,1.94,72,2.00,73,2.29
D,504,Malacia,4.5,4.5,Man Utd,59,2.30,57,1.64,54,2.23,55,2.01,55,2.05,51,2.17,53,2.54,52,1.01
M,505,Rothwell,5.0,5.0,Bournemouth,0,0.00,1,0.04,11,0.40,16,0.72,21,0.89,31,1.25,30,1.12,30,1.26
M,506,Adams,5.0,5.0,Leeds,74,2.08,70,1.89,68,1.89,69,2.09,66,1.86,67,2.10,66,1.72,67,1.95
D,507,Niakhaté,4.5,4.5,Nott'm Forest,45,1.34,52,1.46,59,1.28,63,0.93,68,2.84,68,1.76,66,2.43,66,1.52
M,508,Sinisterra,6.5,6.5,Leeds,30,1.36,59,2.24,57,2.31,56,2.60,60,2.44,54,2.66,53,1.94,58,2.55
M,509,Downes,4.5,4.5,West Ham,11,0.48,10,0.46,13,0.54,13,0.53,14,0.55,14,0.59,16,0.65,15,0.67
D,510,Hickey,5.0,5.0,Brentford,70,1.99,63,2.14,53,2.11,50,1.67,51,1.97,50,1.56,46,1.32,45,1.77
D,511,Richards,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,20,0.55
M,512,Aribo,5.5,5.5,Southampton,60,2.76,59,2.30,54,2.15,53,2.02,53,2.15,50,2.32,53,2.08,53,2.39
D,513,Lenglet,5.0,5.0,Spurs,63,1.75,72,3.49,69,3.07,72,2.58,68,3.31,67,1.34,69,3.00,67,2.02
M,514,C.Doucouré,5.0,5.0,Crystal Palace,66,1.68,66,2.01,63,1.58,61,1.93,58,1.70,55,1.63,56,1.66,56,1.60
M,515,Lewis-Potter,5.5,5.5,Brentford,22,1.01,24,1.19,26,1.32,30,1.36,30,1.56,33,1.53,32,1.42,35,1.62
D,516,Collins,4.5,4.5,Wolves,66,3.03,64,1.36,63,2.53,60,2.56,61,2.64,62,1.00,57,1.14,60,1.78
G,517,Strakosha,4.5,4.5,Brentford,2,0.07,3,0.10,4,0.16,4,0.17,4,0.18,6,0.22,6,0.21,4,0.19
G,518,Hennessey,4.0,4.0,Nott'm Forest,2,0.07,3,0.11,5,0.17,6,0.21,7,0.30,5,0.17,4,0.19,5,0.20
M,519,Eriksen,6.5,6.5,Man Utd,19,1.00,24,1.09,23,1.22,25,1.27,24,1.20,26,1.31,24,1.42,28,1.09
D,520,Koulibaly,5.5,5.5,Chelsea,82,2.86,80,3.25,80,3.61,78,3.25,76,3.43,76,3.37,74,2.25,76,3.32
M,521,Francois,4.5,4.5,Fulham,12,0.47,9,0.37,6,0.24,7,0.27,7,0.27,7,0.28,7,0.28,7,0.30
D,522,Spence,4.5,4.5,Spurs,1,0.02,2,0.08,4,0.14,5,0.19,6,0.28,6,0.14,5,0.23,7,0.21
D,523,Toffolo,4.5,4.5,Nott'm Forest,65,2.23,66,2.10,61,1.54,61,0.92,58,2.74,58,1.74,58,2.48,49,1.32
M,524,O'Brien,5.0,5.0,Nott'm Forest,40,1.44,43,1.48,37,1.25,36,1.10,34,1.38,36,1.28,37,1.47,33,1.18
D,525,Augustinsson,4.5,4.5,Aston Villa,1,0.07,2,0.07,1,0.07,2,0.08,2,0.08,2,0.07,1,0.06,2,0.09
D,526,Mee,4.5,4.5,Brentford,83,2.55,80,2.93,79,3.44,75,2.70,73,3.09,67,2.28,65,2.00,65,2.68
M,527,Lingard,6.0,6.0,Nott'm Forest,72,3.09,68,2.72,68,2.53,67,2.01,66,3.18,64,2.61,64,3.09,64,2.49
F,528,Mara,5.5,5.5,Southampton,1,0.06,2,0.09,2,0.09,1,0.08,2,0.09,1,0.09,2,0.09,2,0.10
F,529,Scamacca,7.0,7.0,West Ham,21,1.13,34,1.79,37,1.71,37,1.67,39,1.55,39,1.96,39,1.85,37,1.99
D,530,Richards,4.5,4.5,Crystal Palace,8,0.19,11,0.40,11,0.22,12,0.45,13,0.40,14,0.44,18,0.58,14,0.42
D,531,Vinagre,4.5,4.5,Everton,22,0.73,24,1.23,24,0.84,24,0.83,22,0.56,26,0.68,28,1.12,28,1.01
D,532,Mbabu,4.5,4.5,Fulham,65,2.04,68,2.38,67,1.31,69,2.41,66,1.18,67,1.61,65,2.19,64,2.19
D,533,Martínez,4.5,4.5,Man Utd,36,1.36,51,1.40,62,2.36,59,2.01,60,2.11,60,2.41,58,2.57,60,1.11
M,534,McNeil,5.5,5.5,Everton,50,1.89,50,2.29,48,1.89,48,1.89,48,1.65,52,1.73,50,2.05,48,1.88
M,535,Tavernier,5.0,5.0,Bournemouth,30,1.05,32,1.25,32,1.11,33,1.38,33,1.35,30,1.26,32,1.22,32,1.36
M,536,Mangala,5.0,5.0,Nott'm Forest,62,2.06,61,1.94,56,1.72,57,1.53,57,2.06,58,1.85,57,2.03,55,1.72
D,537,Kesler Hayden,4.0,4.0,Aston Villa,1,0.03,1,0.05,1,0.05,1,0.05,1,0.04,0,0.02,1,0.03,1,0.04
D,538,Young,4.5,4.5,Aston Villa,13,0.63,16,0.70,16,0.70,15,0.49,16,0.48,16,0.62,18,0.89,18,0.71
D,539,Hill,4.5,4.5,Bournemouth,49,0.80,48,1.21,47,0.79,55,1.96,52,1.68,52,1.70,52,1.33,52,1.69
D,540,Stevens,4.0,4.0,Brentford,0,0.01,1,0.02,1,0.03,1,0.02,1,0.03,1,0.02,1,0.03,1,0.04
F,541,Dervişoğlu,4.5,4.5,Brentford,6,0.31,6,0.36,6,0.38,6,0.33,6,0.38,6,0.33,6,0.33,7,0.40
G,542,Scherpen,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,0,0.01,0,0.01
D,543,Clarke,4.0,4.0,Brighton,3,0.13,4,0.15,4,0.19,5,0.21,7,0.28,7,0.30,6,0.28,6,0.15
D,544,Van Hecke,4.0,4.0,Brighton,3,0.11,4,0.14,4,0.16,5,0.18,5,0.18,4,0.18,5,0.23,6,0.14
D,545,Emerson,4.0,4.0,Chelsea,1,0.03,3,0.10,3,0.11,3,0.09,3,0.12,4,0.14,4,0.13,4,0.14
M,546,Harris,4.5,4.5,Fulham,4,0.16,3,0.12,3,0.12,3,0.11,3,0.14,3,0.14,5,0.21,4,0.18
D,547,Drameh,4.0,4.0,Leeds,14,0.44,16,0.44,14,0.42,14,0.56,14,0.42,9,0.39,9,0.22,7,0.26
G,548,Iversen,4.0,4.0,Leicester,30,1.10,29,1.23,29,1.03,29,1.12,29,1.13,28,1.13,32,1.14,28,1.26
M,549,Praet,5.0,5.0,Leicester,10,0.44,8,0.46,8,0.35,8,0.42,7,0.32,10,0.49,8,0.37,9,0.51
M,550,Amad,4.5,4.5,Man Utd,9,0.52,8,0.44,9,0.50,8,0.46,9,0.47,9,0.52,8,0.49,9,0.42
M,551,Iqbal,4.5,4.5,Man Utd,0,0.02,1,0.03,0,0.02,1,0.04,1,0.04,1,0.04,1,0.04,1,0.06
M,552,Anderson,4.5,4.5,Newcastle,1,0.05,1,0.04,0,0.02,1,0.03,0,0.03,1,0.03,1,0.05,1,0.05
M,553,Hammond,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,0,0.01,0,0.01,0,0.00
M,554,Bryan,5.0,5.0,Spurs,2,0.15,3,0.28,4,0.37,4,0.30,3,0.31,4,0.27,4,0.35,5,0.32
D,555,Ashby,4.0,4.0,West Ham,5,0.20,6,0.26,6,0.21,7,0.22,8,0.20,7,0.30,7,0.25,8,0.34
M,556,Coventry,4.5,4.5,West Ham,8,0.33,8,0.34,10,0.42,12,0.48,10,0.40,11,0.46,11,0.43,10,0.43
G,557,Smith,4.0,4.0,Wolves,0,0.00,0,0.00,0,0.01,0,0.00,0,0.00,0,0.00,0,0.00,1,0.02
D,558,Bueno,4.0,4.0,Wolves,11,0.53,10,0.25,4,0.18,5,0.24,6,0.25,5,0.13,5,0.13,5,0.17
F,10011,Nahuel Bustos,99.9,99.9,Man City,0,0.03,0,0.02,1,0.05,1,0.05,1,0.07,1,0.09,1,0.06,1,0.08
D,10018,Matt Miazga,99.9,99.9,Chelsea,3,0.14,3,0.15,2,0.12,4,0.19,3,0.15,4,0.19,4,0.16,4,0.20
D,10020,Abdul-Rahman Baba,99.9,99.9,Chelsea,0,0.01,0,0.01,0,0.00,0,0.00,0,0.01,0,0.02,1,0.02,1,0.03
F,10033,Florin Andone,99.9,99.9,Brighton,0,0.03,1,0.04,1,0.04,1,0.05,1,0.05,1,0.07,2,0.10,2,0.08
F,10052,Joel Valencia,99.9,99.9,Brentford,0,0.00,0,0.00,0,0.01,0,0.02,0,0.01,0,0.01,0,0.02,0,0.03
D,10054,Luka Racic,99.9,99.9,Brentford,2,0.09,3,0.10,2,0.10,2,0.09,1,0.05,1,0.05,1,0.03,1,0.04
M,10088,Bruno Jordão,99.9,99.9,Wolves,10,0.46,15,0.56,15,0.63,14,0.58,13,0.58,14,0.50,15,0.54,14,0.55
M,10093,Connor Ronan,99.9,99.9,Wolves,3,0.13,3,0.14,4,0.18,3,0.13,3,0.16,4,0.17,3,0.12,3,0.12
F,10094,Patrick Cutrone,99.9,99.9,Wolves,6,0.44,5,0.31,5,0.37,4,0.28,4,0.34,2,0.18,2,0.16,2,0.19
G,10104,Mark Gillespie,99.9,99.9,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,10132,Tahith Chong,99.9,99.9,Man Utd,1,0.07,1,0.08,1,0.09,1,0.07,2,0.12,2,0.14,1,0.10,2,0.10
G,10133,Marcus Bettinelli,99.9,99.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,0,0.01
M,10200,Hannibal Mejbri,99.9,99.9,Man Utd,1,0.07,1,0.07,2,0.10,1,0.09,2,0.10,1,0.09,2,0.16,2,0.13
D,10201,Teden Mengi,99.9,99.9,Man Utd,0,0.00,0,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,10202,Shola Shoretire,99.9,99.9,Man Utd,1,0.10,1,0.11,1,0.11,1,0.11,2,0.15,2,0.17,2,0.17,2,0.16
M,10223,James Garner,99.9,99.9,Man Utd,8,0.30,9,0.31,9,0.34,9,0.33,9,0.35,12,0.44,12,0.49,11,0.35
F,10228,Marlos Moreno,99.9,99.9,Man City,3,0.18,3,0.20,3,0.24,3,0.23,3,0.22,3,0.21,5,0.28,4,0.24
M,10229,Ante Palaversa,99.9,99.9,Man City,1,0.07,1,0.07,3,0.14,4,0.23,3,0.14,4,0.17,3,0.13,3,0.14
D,10231,Rúben Vinagre,99.9,99.9,Everton,0,0.01,0,0.01,0,0.00,0,0.01,0,0.00,0,0.00,0,0.01,0,0.00
F,10232,Léo Bonatini,99.9,99.9,Wolves,6,0.34,5,0.23,3,0.19,3,0.18,3,0.20,3,0.12,2,0.09,2,0.13
M,10233,Mateusz Bogusz,99.9,99.9,Leeds,1,0.05,1,0.04,1,0.06,1,0.06,1,0.04,1,0.04,1,0.04,1,0.04
D,10241,Benjamin Mendy,99.9,99.9,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,10242,Tanguy Ndombélé,99.9,99.9,Spurs,5,0.27,5,0.29,3,0.20,3,0.18,3,0.18,2,0.09,3,0.17,2,0.12
M,10243,Giovani Lo Celso,99.9,99.9,Spurs,3,0.22,4,0.30,3,0.22,3,0.23,3,0.23,2,0.13,2,0.19,2,0.16
G,10245,Rúnar Alex Rúnarsson,99.9,99.9,Arsenal,0,0.00,0,0.01,0,0.01,0,0.02,1,0.02,1,0.04,1,0.03,1,0.02
D,10246,Héctor Bellerín,99.9,99.9,Arsenal,1,0.05,1,0.08,2,0.09,2,0.10,3,0.13,3,0.17,3,0.15,3,0.13
M,10249,Matty Longstaff,99.9,99.9,Newcastle,11,0.45,9,0.34,7,0.29,6,0.24,7,0.33,7,0.31,8,0.36,8,0.37
F,10252,Evan Ferguson,99.9,99.9,Brighton,1,0.04,0,0.03,1,0.08,1,0.06,2,0.10,1,0.09,2,0.11,1,0.07
F,10253,Tariqe Fosu,99.9,99.9,Brentford,2,0.10,2,0.13,2,0.14,4,0.22,3,0.20,4,0.26,5,0.27,5,0.30
F,10258,Michy Batshuayi,99.9,99.9,Chelsea,6,0.36,6,0.42,6,0.44,8,0.54,8,0.54,8,0.56,8,0.44,7,0.45
F,10259,Alejandro Garnacho,99.9,99.9,Man Utd,1,0.06,1,0.07,1,0.07,1,0.07,2,0.08,2,0.10,2,0.10,1,0.06
D,10260,Axel Tuanzebe,99.9,99.9,Man Utd,1,0.04,0,0.00,0,0.01,0,0.02,1,0.03,0,0.01,1,0.03,1,0.03
F,10263,Mason Greenwood,99.9,99.9,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,10264,Jed Steer,99.9,99.9,Aston Villa,0,0.00,0,0.01,0,0.01,0,0.00,0,0.01,0,0.02,1,0.03,1,0.05
G,10266,Darren Randolph,99.9,99.9,West Ham,0,0.01,0,0.02,0,0.00,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01
F,10269,Hélder Costa,99.9,99.9,Leeds,1,0.09,2,0.11,2,0.13,2,0.13,2,0.11,2,0.14,3,0.15,2,0.12
F,10271,Ian Poveda,99.9,99.9,Leeds,1,0.06,0,0.03,1,0.05,1,0.07,1,0.05,0,0.04,1,0.07,1,0.05
G,10275,Jordan Smith,99.9,99.9,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,0,0.01,0,0.02,0,0.01
F,10277,Nuno Da Costa,99.9,99.9,Nott'm Forest,6,0.29,6,0.29,7,0.33,10,0.39,9,0.47,10,0.51,10,0.54,9,0.44
G,10296,Nathan Trott,99.9,99.9,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01
F,10301,Manor Solomon,99.9,99.9,Fulham,0,0.01,1,0.05,1,0.04,1,0.07,1,0.04,1,0.06,1,0.07,1,0.06
D,10305,Issa Kaboré,99.9,99.9,Man City,2,0.10,2,0.08,2,0.09,3,0.15,3,0.13,3,0.12,2,0.07,2,0.07